gene	20191001_sample_1_S1	20191001_sample_2_S3	20191001_sample_3_S5	20191001_sample_4_S7	20191001_sample_5_S9	20191001_sample_6_S11	20191003_sample_2_S13	20191003_sample_3_S15	20191003_sample_4_S17	20191003_sample_5_S19	20191003_sample_6_S21	20191010_sample_1_S2	20191010_sample_2_S4	20191010_sample_3_S6	20191010_sample_4_S8	20191010_sample_6_S10	20191010_sample_7_S12	20191028_sample_1_S14	20191028_sample_2_S16	20191028_sample_3_S18	20191028_sample_4_S20	20191028_sample_5_S22	20191030_sample_2_S24	20191030_sample_3_S26	20191030_sample_4_S28	20191030_sample_5_S30	20191101_sample_1_S32	20191101_sample_2_S34	20191101_sample_3_S36	20191101_sample_4_S38	20191101_sample_5_S40	20191101_sample_6_S23	20191104_sample_1_S25	20191104_sample_2_S27	20191104_sample_3_S29	20191104_sample_4_S31	20191105_sample_1_S33	20191105_sample_2_S35	20191105_sample_3_S37	20191105_sample_4_S39	20191105_sample_5_S41	20191106_sample_2_S42	20191106_sample_3_S44	20191106_sample_5_S46	20191107_sample_1_S48	20191107_sample_2_S50	20191107_sample_3_S52	20191107_sample_4_S54	20191108_sample_1_S56	20191108_sample_4_S58	20191108_sample_5_S60	20191114_sample_1_S43	20191114_sample_2_S45	20191114_sample_3_S47	20191114_sample_4_S49	20191114_sample_5_S51	20191114_sample_7_S53	20191114_sample_8_S55	20191114_sample_9_S57	BLANK_1_S59	BLANK_2_S61	BLANK_3_S62	Undetermined_S0
Ankrd42	96	0	0	2	0	0	0	30	20	0	3	581	0	0	203	0	395	0	0	0	0	0	1	128	0	0	1461	1	0	57	0	0	0	0	0	552	0	0	0	0	3	0	670	0	0	0	0	0	0	0	0	1	0	0	0	0	0	24	0	0	0	0	103
Ppp1r21	0	0	0	0	1	0	0	1	0	1097	517	57	0	0	46	1	137	566	0	0	0	2	4	0	0	0	3437	0	0	0	0	0	0	0	0	0	0	0	0	0	154	81	0	0	0	0	600	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	230
4930571O06Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mup18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fut8	2088	0	7	1511	0	5260	0	1	0	2710	0	0	3779	0	0	2587	142	0	0	0	0	5	2959	1	0	4	664	634	662	0	0	5	0	0	5	42	0	0	0	0	122	1240	23	0	0	898	650	2	0	0	1	766	0	68	989	0	455	0	0	0	0	0	803
Gm29811	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	874	0	1	0	0	0	0	0	0	0	0	0	0	0	307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29
Mir134	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
Mir671	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir744	0	0	0	21	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0
Banf1	0	0	0	152	0	452	0	0	0	202	0	0	236	229	213	339	108	0	0	0	0	1	3	95	0	1	266	0	0	368	716	0	0	0	0	0	182	0	312	0	78	476	210	439	0	350	0	0	142	411	1	0	0	4	0	0	0	0	363	0	0	0	182
Mir449c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir760	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prl3d3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mxra8	0	0	0	0	0	0	0	0	0	0	0	0	236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8
Ms4a2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Stom	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Amh	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Ran	0	0	127	240	449	86	0	0	1	3071	0	1109	2089	4159	0	404	575	102	1312	0	0	8	0	288	371	15	5191	137	782	1471	2698	434	1537	0	0	268	0	878	1535	3	857	6188	644	2472	169	5095	662	0	232	914	0	66	0	123	255	596	212	409	1783	0	0	1	1585
Gm16740	0	0	0	5	29	0	0	111	0	52	0	0	0	0	0	5	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8
Mip	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Mest	1358	0	0	0	0	0	0	9	0	3638	65	1761	1900	410	6	334	574	106	0	16	0	0	1	0	0	486	43	0	14	0	0	4	2	4	0	0	2	0	10	0	182	0	743	0	0	470	841	63	0	30	119	1722	556	1241	0	0	623	1	0	0	0	0	528
Mesp2	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
Abcc1	0	0	275	0	628	0	0	695	0	317	113	1098	1053	0	0	0	656	0	0	0	0	0	0	389	919	0	0	2	0	0	0	0	0	0	0	391	0	239	0	0	1	0	34	0	0	0	0	639	0	0	0	0	0	473	0	0	0	1320	0	0	0	1	263
Ddx60	2922	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151
Ndfip2	1	173	29	589	73	21	1	1	236	909	342	498	4248	3774	19	3384	748	1090	0	864	0	4	0	823	2	0	1005	2774	672	545	1192	0	4	0	0	0	2	752	9	156	1000	2361	150	526	0	717	250	2	3121	1528	37	0	901	2	0	0	343	757	2773	0	0	0	1199
Rpl27	0	0	0	0	0	0	0	0	0	12	0	9	11	5	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	23	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	14	3	0	0	0	0	0	0	0	0	0	0	8
4930513O06Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Serpinb6d	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rpp14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lyar	0	0	0	0	181	269	1	0	0	0	1	0	0	1024	28	33	4	0	0	22	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	0	0	0	0	0	0	340	0	0	0	0	0	0	0	90	0	0	0	0	133
Rars	0	0	0	0	0	0	0	2	0	1852	0	0	2054	3	0	1717	255	0	0	1206	0	0	0	2596	0	7	0	0	0	0	0	0	0	1	0	1	0	0	0	1	410	0	0	161	0	1028	0	0	0	0	0	0	0	355	0	0	0	0	0	0	0	0	291
Olfr486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr470	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1094	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr958	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tspan14	0	0	0	0	0	0	0	0	0	0	0	0	1399	628	0	0	107	0	0	0	0	0	0	52	0	0	0	0	0	1266	0	0	0	0	0	0	0	0	0	0	0	0	69	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	84
Btg3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ccr3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8
Clec5a	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1088	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32
Svs3a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pappa	0	0	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
Lockd	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Snora61	0	0	0	0	0	0	27	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Micos10	0	127	0	1870	1006	628	0	0	736	1627	733	467	590	780	336	1127	757	32	0	471	0	1	89	1185	0	7	727	1305	527	155	442	272	341	4	0	934	367	773	1538	169	243	782	530	912	145	805	732	74	0	55	0	1102	7	1617	59	0	138	98	833	0	0	0	913
D6Wsu163e	0	0	0	0	836	0	0	0	0	0	11	825	1037	1450	0	37	0	0	2842	0	0	0	0	0	0	0	110	0	0	0	0	379	0	0	0	322	0	0	0	0	100	9	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	182
Notum	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	1
Pheta2	1	0	0	332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
Ppm1f	0	0	372	288	28	292	0	264	0	0	0	1213	1368	1	0	0	0	0	0	0	0	2	0	0	0	659	1	0	358	0	36	0	0	0	0	0	0	0	0	44	153	649	88	0	1	1420	142	0	0	0	183	0	0	0	0	0	0	0	0	0	0	0	253
Mir7094-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fastk	474	0	0	488	0	0	0	312	0	6	0	1001	727	177	0	882	150	224	0	1118	0	1	5	86	0	4	897	615	410	1967	0	813	1	0	6	876	3	1065	3	0	241	890	0	0	0	1010	0	68	0	0	0	343	0	0	0	0	224	46	992	0	0	0	479
Snrnp27	0	0	0	0	0	0	0	0	0	0	0	34	548	722	0	10	568	0	0	1	26	2	0	5	0	11	343	0	0	0	0	9	2	0	0	102	4	0	2	0	79	0	0	663	0	346	184	0	7	0	0	0	0	0	0	0	1	0	387	0	0	0	112
Farsa	0	9	538	201	378	100	0	478	0	428	0	704	0	493	0	0	0	0	0	0	0	3	907	0	0	351	0	245	298	0	124	0	0	282	0	0	1	0	0	0	3	1101	0	0	0	1415	0	0	0	0	2	12	0	308	0	0	592	384	0	0	0	0	299
Cfap46	0	0	0	0	390	0	0	231	0	0	0	0	0	72	0	0	22	0	0	75	0	0	0	2	49	0	0	0	0	0	0	0	0	0	0	995	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61
Tmem196	0	119	0	0	1231	0	1	0	0	1717	0	1	48	1893	0	2826	0	0	0	0	0	0	0	0	0	0	0	3	96	0	0	490	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	207
Mir6955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	2	0	0	2	0	1	0	0	0	0
Tmem61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Loxl3	5	0	7	9	0	1	0	0	26	6	0	0	0	23	0	31	1	0	0	4	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	2	0	0	0	1	0	0	0	0	0	2
Atp1b2	0	0	0	1200	1	0	0	1457	0	1510	0	115	428	3763	0	649	909	390	0	0	784	4	0	1	910	9	5360	158	17	0	0	0	0	0	1	0	0	669	6848	0	71	1225	0	900	0	688	461	3	0	0	8	2	0	0	715	0	114	1	0	0	0	0	807
Cog1	1541	0	0	42	13	0	0	0	999	1179	0	764	498	54	313	1591	607	0	0	285	0	1	4	0	0	4	92	259	0	0	0	0	0	1	0	0	0	0	248	0	277	1251	483	0	0	1212	1048	1	0	0	0	0	0	323	1	0	0	0	1563	0	0	0	509
Rps15a-ps4	8	7	7	0	0	1	22	9	0	9	0	14	14	16	1	0	1	0	11	0	0	0	0	181	0	1	4	0	0	0	15	0	2	2	0	11	0	0	27	0	0	16	0	31	0	17	14	0	0	0	0	7	0	0	0	0	7	0	31	0	0	0	17
A730018C14Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pramef20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H3f3c	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	1	0	1	0	2	0	0	0	0	0	14	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Vmn1r232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pds5b	35	0	0	158	502	0	0	0	1	342	0	0	249	1015	0	150	503	0	0	44	0	0	0	1592	0	62	324	2	0	138	2042	5	0	3	0	169	0	0	101	3771	106	243	0	1	0	7	0	1014	0	2290	0	1598	0	358	0	0	0	0	1	0	0	0	557
Galnt15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B9d2	0	0	0	0	0	0	0	0	0	540	0	791	437	0	0	8	0	0	0	0	0	0	0	0	0	0	276	21	0	0	486	100	0	0	0	901	0	0	792	0	29	0	0	411	0	161	0	0	0	0	0	0	0	0	0	0	0	446	1	0	0	0	152
Ppp2r3a	198	0	0	0	0	541	0	1510	909	3041	0	236	1329	1585	1628	1079	982	0	0	21	3170	7	1	2089	0	63	20	0	55	720	0	0	0	0	0	1913	0	0	25	0	219	4838	1016	0	0	1	10	0	0	0	0	0	0	167	0	1	0	0	0	0	0	2	977
Hlf	0	88	1	304	204	0	0	0	0	4	0	332	957	1347	3	339	332	0	1	540	0	4	0	8	1	1167	610	870	0	2	1	0	892	15	4	0	2	20	11	0	66	1512	0	1606	0	1024	1336	1	0	534	612	0	1	0	0	0	36	277	2101	0	0	0	501
Esrp2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arl5a	577	0	0	16	0	0	0	0	0	6	0	33	301	1	0	697	0	154	0	39	0	1	0	335	0	0	311	0	0	1053	367	2	0	0	1	0	3	0	0	0	85	30	1	696	0	315	0	0	446	0	0	0	0	0	939	0	1198	6	0	0	0	0	251
BC048562	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ift80	0	0	0	4	0	0	0	0	1497	53	19	230	758	1	0	0	94	0	0	115	0	746	0	1	0	0	0	4	0	1048	3144	108	10	0	1	20	0	0	0	0	0	2585	19	0	1	0	0	495	0	0	2	0	0	0	91	4	1	1	0	0	0	1	439
Usp38	1813	0	0	54	0	0	0	0	0	0	0	0	0	1202	2	2856	0	672	1	0	0	0	0	0	0	0	1	0	0	36	0	0	0	0	0	0	0	1	2611	0	73	0	153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	330
Fam192a	0	0	0	0	0	0	0	0	0	1291	0	0	697	412	0	50	480	0	0	360	1	6	1	0	0	0	1279	0	155	0	1	0	0	0	0	0	0	0	0	0	199	3033	673	0	0	0	0	0	0	0	244	0	0	0	0	0	0	0	0	0	0	0	373
Fam107a	0	50	0	0	0	0	311	480	0	0	0	0	448	0	0	0	0	0	0	0	0	1	0	472	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67	0	0	0	0	0	0	0	0	62
Vstm4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Luc7l3	1532	0	576	2216	484	193	0	62	201	679	18	2623	1478	1662	546	579	48	1046	0	1047	0	3	0	1623	4	2	99	1613	652	5	4	518	0	1	1	1510	5	0	5096	620	219	2191	367	73	0	1561	251	39	7	308	71	831	0	101	580	0	3008	172	1	0	0	1	1164
Bard1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dzip1	5	0	0	687	0	7	172	0	6	805	0	1725	485	65	253	1546	0	0	0	764	0	0	4	0	0	0	1001	1916	3	4055	6167	2	0	0	0	713	2	0	2	0	3	1	768	0	0	0	1033	102	0	0	18	0	0	0	0	1	116	0	0	0	0	0	666
Gpr146	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	13	0	0	27	0	0	0	0	0	3	0	0	513	0	0	0	0	0	0	0	0	0	0	0	116	0	0	0	0	314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23
Fbn2	0	0	0	0	0	0	1	19	0	0	68	0	3	11	0	0	269	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13
Glra4	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
1700065L07Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Psmb9	0	0	0	0	0	0	0	0	0	0	0	0	0	126	0	0	0	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
Msx2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Csmd2os	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir7115	0	0	2	0	0	1	0	0	0	2	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	2	5	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	1
H6pd	137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	144	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	107	0	0	0	0	0	16
